Resume,Skills
6463c0082213e2ac2cf9947b.pdf,"['Research', 'Design', '.net', 'Website', 'Css', 'Html', 'Github', 'Asp', 'Docker', 'Payments', 'Js', 'System', 'Java', 'Access', 'Javascript', 'Ecommerce', 'Programming', 'Brand', 'Pattern', 'Analytics']"
